id	Centroid_X	Centroid_Y	Centroid_Z	UMAP_1	UMAP_2	Cell_class	Bregma	Neuron_cluster_ID	Gad1	Slc17a6	Aqp4	Esr1	total_counts
cell_15981	-94.4	112.5	-760.0	11.199	-2.144	Excitatory	-0.19	E-19	1.4	3.6	0.0	0.0	236.9
cell_15982	-86.0	135.4	-760.0	13.113	4.787	Inhibitory	-0.19	I-14	25.3	1.0	0.0	19.2	308.7
cell_15983	-83.3	156.7	-760.0	2.479	3.31	Microglia	-0.19		0.0	0.0	0.0	0.0	206.3
cell_15984	-81.2	208.4	-760.0	11.965	4.068	Inhibitory	-0.19	I-7	22.1	1.3	0.0	0.0	289.6
cell_15985	-80.9	126.8	-760.0	5.357	2.889	OD Immature 1	-0.19		4.3	0.0	1.1	0.0	294.8
cell_15986	-73.5	186.9	-760.0	0.89	5.514	Astrocyte	-0.19		0.0	1.0	3.1	2.1	176.0
cell_15987	-72.1	243.2	-760.0	11.893	3.305	Inhibitory	-0.19	I-10	29.5	3.3	2.0	3.3	248.7
cell_15988	-63.9	263.5	-760.0	10.63	7.676	Excitatory	-0.19	E-23	0.0	11.2	0.0	0.7	215.0
cell_15989	-61.3	150.7	-760.0	12.906	6.596	Inhibitory	-0.19	I-16	33.8	0.4	2.0	1.6	318.3
cell_15990	-61.9	109.5	-760.0	11.83	6.322	Inhibitory	-0.19	I-15	3.2	0.0	0.0	14.2	168.8
cell_15991	-60.7	128.1	-760.0	3.512	5.49	Astrocyte	-0.19		3.1	0.0	55.6	3.1	241.1
cell_15992	-51.4	170.3	-760.0	11.992	4.651	Inhibitory	-0.19	I-3	20.5	1.4	0.0	3.5	275.0
cell_15993	-45.2	270.2	-760.0	12.099	4.67	Inhibitory	-0.19	I-1	15.5	0.9	1.8	4.1	202.1
cell_15994	-31.8	283.3	-760.0	1.973	4.27	Microglia	-0.19		0.0	0.0	0.0	0.0	68.7
cell_15995	-28.4	128.0	-760.0	5.8	7.199	Astrocyte	-0.19		0.0	0.7	10.4	0.0	150.9
cell_15996	-27.9	217.2	-760.0	5.755	7.455	Astrocyte	-0.19		3.4	0.0	9.1	3.4	114.7
cell_15997	-10.4	142.9	-760.0	2.617	9.807	Ependymal	-0.19		0.0	1.7	20.1	0.0	255.2
cell_15998	-6.1	123.8	-760.0	3.235	9.964	Ependymal	-0.19		0.0	0.6	17.9	0.0	239.5
cell_15999	-3.6	145.5	-760.0	2.39	8.906	Ependymal	-0.19		0.0	0.0	20.7	0.0	291.4
cell_16000	-3.3	199.5	-760.0	2.747	9.854	Ependymal	-0.19		0.6	0.6	27.9	0.0	234.9
cell_16001	2.6	217.4	-760.0	2.565	9.16	Ependymal	-0.19		0.0	0.0	5.7	0.0	230.4
cell_16002	2.8	224.4	-760.0	2.817	9.831	Ependymal	-0.19		0.0	0.0	16.1	0.0	219.1
cell_16003	6.8	232.2	-760.0	2.421	9.345	Ependymal	-0.19		0.0	0.0	18.9	0.0	200.7
cell_16004	12.3	157.0	-760.0	2.579	9.758	Ependymal	-0.19		0.0	0.0	17.3	0.0	264.4
cell_16005	10.1	250.0	-760.0	2.78	9.201	Ependymal	-0.19		0.0	0.0	7.4	0.0	180.2
cell_16006	12.5	168.6	-760.0	2.775	10.496	Ependymal	-0.19		0.0	1.4	20.4	0.0	258.4
cell_16007	12.8	113.9	-760.0	2.835	9.951	Ependymal	-0.19		0.0	0.0	12.7	0.0	238.5
cell_16008	10.9	108.8	-760.0	2.841	8.948	Ependymal	-0.19		0.0	0.0	10.6	0.0	216.8
cell_16009	13.5	193.3	-760.0	3.13	10.345	Ependymal	-0.19		0.0	0.0	19.4	0.5	249.6
cell_16010	13.1	273.0	-760.0	2.513	9.132	Ependymal	-0.19		0.0	0.0	12.5	0.0	205.1
cell_16011	15.6	180.3	-760.0	2.088	9.716	Ependymal	-0.19		0.0	1.8	14.4	0.0	273.7
cell_16012	20.9	241.7	-760.0	2.683	9.329	Ependymal	-0.19		0.0	0.0	11.0	0.0	210.3
cell_16013	26.0	249.2	-760.0	2.972	9.414	Ependymal	-0.19		0.0	0.0	22.0	0.0	217.9
cell_16014	33.3	263.4	-760.0	3.087	9.519	Ependymal	-0.19		0.0	0.8	15.1	0.0	210.2
cell_16015	61.2	162.9	-760.0	10.262	0.109	Excitatory	-0.19	E-2	0.6	18.0	0.6	0.6	251.9
cell_16016	61.5	202.8	-760.0	12.338	6.36	Inhibitory	-0.19	I-16	19.4	0.0	1.3	0.0	206.2
cell_16017	65.7	222.6	-760.0	10.402	5.652	Inhibitory	-0.19	I-2	17.4	3.5	0.0	7.0	237.1
cell_16018	65.7	129.5	-760.0	13.792	4.144	Excitatory	-0.19	E-23	13.4	2.5	0.0	13.9	262.9
cell_16019	67.5	233.2	-760.0	9.303	3.856	Inhibitory	-0.19	I-1	17.6	0.0	0.0	0.0	126.0
cell_16020	70.3	176.1	-760.0	13.563	6.265	Inhibitory	-0.19	I-15	19.0	0.0	3.2	14.2	286.1
cell_16021	77.7	286.0	-760.0	3.927	6.293	Astrocyte	-0.19		3.3	0.0	26.3	0.0	208.9
cell_16022	88.1	288.7	-760.0	10.122	0.875	Excitatory	-0.19	E-2	0.8	8.1	1.6	0.8	260.9
cell_16023	89.7	165.8	-760.0	13.548	4.891	Inhibitory	-0.19	I-15	26.2	3.1	2.3	28.5	333.5
cell_16024	-54.4	127.3	-760.0	13.649	6.315	Inhibitory	-0.19	I-16	10.0	0.6	2.5	9.4	292.8
cell_16025	-6.5	167.2	-760.0	3.22	10.525	Ependymal	-0.19		0.3	0.3	9.9	0.3	246.7
cell_16026	9.6	143.6	-760.0	3.167	9.97	Ependymal	-0.19		0.0	0.0	6.8	0.0	274.5
cell_16027	15.0	138.8	-760.0	3.234	10.443	Ependymal	-0.19		0.6	0.0	21.3	0.0	213.1
cell_16028	34.1	280.5	-760.0	2.801	10.008	Ependymal	-0.19		0.0	0.0	17.9	0.0	239.6
cell_16029	53.2	186.8	-760.0	5.259	5.39	Astrocyte	-0.19		1.6	0.8	24.9	0.8	210.3
cell_16030	-78.6	191.2	-760.0	-0.858	3.245	Endothelial 1	-0.19		0.0	0.0	0.0	0.0	313.6
cell_16031	-55.8	226.5	-760.0	10.722	7.543	Excitatory	-0.19	E-23	0.8	7.6	0.8	0.0	224.8
cell_16032	-49.8	205.8	-760.0	0.27	3.181	Endothelial 1	-0.19		0.0	0.0	2.8	0.0	296.5
cell_16033	5.6	281.0	-760.0	2.383	9.601	Ependymal	-0.19		0.0	0.8	12.0	0.0	145.2
cell_16034	11.6	279.9	-760.0	2.791	9.867	Ependymal	-0.19		0.0	0.0	18.4	0.0	218.8
cell_16035	31.8	163.0	-760.0	10.62	6.909	Inhibitory	-0.19	I-25	0.0	7.4	0.6	1.2	215.8
cell_16036	33.2	181.7	-760.0	4.928	5.195	Astrocyte	-0.19		0.0	0.0	11.5	1.9	173.8
cell_16037	54.6	130.4	-760.0	12.119	3.965	Inhibitory	-0.19	I-7	29.4	0.0	2.0	1.3	338.2
cell_16038	-75.1	169.4	-760.0	11.505	6.679	Excitatory	-0.19	E-23	13.3	10.9	2.4	17.6	326.9
cell_16039	-68.3	166.2	-760.0	-0.793	4.012	Excitatory	-0.19	E-23	0.0	0.0	0.0	0.0	297.8
cell_16040	-35.1	144.2	-760.0	6.391	7.205	Astrocyte	-0.19		0.0	1.1	17.1	0.0	115.1
cell_16041	9.5	241.6	-760.0	2.904	9.796	Ependymal	-0.19		0.0	0.0	18.1	0.0	232.7
cell_16042	21.7	220.0	-760.0	3.249	10.142	Ependymal	-0.19		0.0	1.6	14.1	0.0	202.6
cell_16043	-91.3	224.8	-760.0	12.623	6.273	Ambiguous	-0.19		44.2	0.8	1.6	0.8	239.7
cell_16044	-92.0	241.8	-760.0	5.552	7.471	Astrocyte	-0.19		3.6	0.0	7.3	0.0	135.0
cell_16045	-88.9	153.1	-760.0	4.577	5.181	Astrocyte	-0.19		0.0	0.0	9.5	4.2	129.1
cell_16046	-85.1	240.9	-760.0	11.786	5.419	Inhibitory	-0.19	I-2	24.9	0.0	0.0	7.8	236.0
cell_16047	-72.0	208.3	-760.0	10.227	-1.397	Excitatory	-0.19	E-29	3.2	6.4	0.0	0.0	291.8
cell_16048	-71.6	287.2	-760.0	13.301	3.804	Inhibitory	-0.19	I-11	9.6	0.0	2.4	10.8	160.1
cell_16049	-71.2	233.1	-760.0	11.901	4.447	Inhibitory	-0.19	I-3	28.7	2.7	1.4	1.4	307.2
cell_16050	9.3	150.2	-760.0	2.049	8.848	Ependymal	-0.19		0.0	0.0	22.6	0.0	208.7
cell_16051	84.8	278.7	-760.0	0.241	3.483	Endothelial 1	-0.19		1.3	0.0	2.6	0.0	206.9
cell_16052	-93.1	339.3	-760.0	5.994	5.256	Astrocyte	-0.19		5.3	1.3	21.7	1.3	202.1
cell_16053	-93.0	365.0	-760.0	11.302	3.451	Excitatory	-0.19	E-11	1.0	13.1	0.0	1.0	212.2
cell_16054	-92.2	412.4	-760.0	9.766	5.109	Excitatory	-0.19	E-22	0.0	3.3	1.6	0.0	178.6
cell_16055	-89.1	473.7	-760.0	2.167	1.722	Ambiguous	-0.19		0.0	0.8	3.0	0.0	257.8
cell_16056	-79.7	476.2	-760.0	5.32	5.378	Astrocyte	-0.19		0.0	2.9	20.2	1.9	193.3
cell_16057	-77.5	451.9	-760.0	10.68	7.754	Excitatory	-0.19	E-23	0.7	14.9	0.7	1.4	272.6
cell_16058	-75.2	378.2	-760.0	10.828	7.723	Excitatory	-0.19	E-23	3.6	11.8	0.0	0.6	314.8
cell_16059	-71.9	392.9	-760.0	10.381	3.925	Inhibitory	-0.19	I-3	21.6	1.8	0.0	0.0	275.0
cell_16060	-69.4	351.2	-760.0	12.777	7.181	Inhibitory	-0.19	I-16	11.8	0.0	0.7	0.0	207.3
cell_16061	-63.2	479.4	-760.0	10.078	5.369	Ambiguous	-0.19		0.0	3.4	1.1	0.0	149.7
cell_16062	-64.3	426.6	-760.0	-1.6	4.22	Endothelial 1	-0.19		0.0	0.0	3.4	0.0	286.2
cell_16063	-52.2	366.5	-760.0	13.08	3.641	Inhibitory	-0.19	I-14	12.8	0.0	0.6	21.1	295.2
cell_16064	-51.1	316.6	-760.0	12.022	4.543	Inhibitory	-0.19	I-16	16.5	0.5	1.1	0.0	152.7
cell_16065	-49.1	442.0	-760.0	2.543	6.474	OD Immature 1	-0.19		0.0	15.0	0.0	0.0	145.1
cell_16066	-53.3	404.9	-760.0	10.92	6.065	Ambiguous	-0.19		14.6	2.5	10.4	3.2	305.8
cell_16067	-50.5	436.7	-760.0	10.894	6.592	Excitatory	-0.19	E-11	9.3	2.4	5.5	4.1	285.2
cell_16068	-43.2	484.4	-760.0	-0.419	4.531	Endothelial 1	-0.19		0.0	0.0	1.6	0.0	255.9
cell_16069	-43.5	447.3	-760.0	4.987	2.898	OD Immature 1	-0.19		1.7	1.7	6.8	0.0	315.4
cell_16070	-42.7	473.8	-760.0	14.125	6.295	Inhibitory	-0.19	I-15	9.5	1.6	0.8	17.5	285.8
cell_16071	-35.1	341.4	-760.0	5.473	8.008	Astrocyte	-0.19		2.7	0.0	5.3	2.7	119.8
cell_16072	-33.6	401.0	-760.0	12.259	7.065	Inhibitory	-0.19	I-16	22.4	1.9	0.0	0.0	214.8
cell_16073	-28.5	459.9	-760.0	10.646	7.285	Inhibitory	-0.19	I-25	0.0	5.0	2.5	1.3	184.5
cell_16074	-32.5	364.8	-760.0	9.521	4.052	Excitatory	-0.19	E-23	1.3	7.1	0.6	0.6	111.0
cell_16075	-25.8	314.0	-760.0	0.795	3.571	Endothelial 1	-0.19		0.0	0.0	1.5	0.0	130.3
cell_16076	-12.0	345.6	-760.0	3.94	5.13	Astrocyte	-0.19		0.0	0.8	10.4	1.6	105.0
cell_16077	-6.8	484.7	-760.0	-0.089	5.122	Endothelial 3	-0.19		0.8	0.0	0.8	0.0	181.3
cell_16078	0.0	468.4	-760.0	3.198	5.393	Astrocyte	-0.19		5.2	0.0	15.7	0.0	128.2
cell_16079	7.9	352.2	-760.0	3.524	9.149	Astrocyte	-0.19		0.0	0.0	15.0	0.0	199.1
cell_16080	8.8	343.8	-760.0	2.608	9.148	Ependymal	-0.19		0.0	0.0	9.8	0.0	201.9
cell_16081	8.1	308.9	-760.0	2.361	8.278	Ependymal	-0.19		0.0	0.0	8.5	0.0	281.9
cell_16082	8.5	363.9	-760.0	3.09	9.236	Ependymal	-0.19		0.0	0.0	22.8	0.0	221.4
cell_16083	9.9	318.1	-760.0	2.924	9.546	Ependymal	-0.19		0.0	2.6	14.7	0.0	211.5
cell_16084	10.3	333.8	-760.0	2.902	9.348	Ependymal	-0.19		0.0	1.5	16.8	0.0	181.0
cell_16085	13.3	413.9	-760.0	2.574	8.996	Ependymal	-0.19		0.0	0.0	20.2	0.0	203.6
cell_16086	13.8	443.0	-760.0	2.735	9.172	Ependymal	-0.19		0.0	2.1	12.7	0.0	148.5
cell_16087	11.1	375.3	-760.0	2.649	9.193	Ependymal	-0.19		0.0	1.4	16.2	0.0	225.0
cell_16088	15.9	474.3	-760.0	3.323	9.412	Ependymal	-0.19		0.0	0.0	15.8	0.0	172.0
cell_16089	18.1	432.9	-760.0	3.022	9.833	Ependymal	-0.19		0.0	1.3	19.2	0.7	189.6
cell_16090	20.9	489.4	-760.0	2.463	8.299	Ependymal	-0.19		0.0	0.0	5.6	0.0	102.7
cell_16091	19.1	453.4	-760.0	3.045	9.301	Ependymal	-0.19		0.0	0.0	15.3	0.0	172.2
cell_16092	19.5	482.5	-760.0	2.796	8.353	Ependymal	-0.19		0.0	0.0	15.6	0.0	146.1
cell_16093	25.8	339.6	-760.0	2.567	9.179	Ependymal	-0.19		0.0	0.0	8.6	0.0	231.3
cell_16094	26.5	345.3	-760.0	2.497	8.428	Ependymal	-0.19		0.0	0.0	12.6	0.0	164.8
cell_16095	27.6	332.0	-760.0	2.312	9.31	Ependymal	-0.19		0.0	1.7	19.2	0.0	198.3
cell_16096	32.8	383.2	-760.0	2.706	9.387	Ependymal	-0.19		0.0	0.0	26.3	0.0	233.6
cell_16097	33.8	329.7	-760.0	3.229	9.927	Ependymal	-0.19		0.0	1.1	24.2	0.0	262.9
cell_16098	35.0	364.9	-760.0	2.631	9.154	Ependymal	-0.19		0.0	1.4	22.5	0.0	191.5
cell_16099	38.7	394.5	-760.0	3.274	9.997	Ependymal	-0.19		0.0	2.0	24.6	0.5	218.4
cell_16100	35.3	350.3	-760.0	2.801	8.774	Ependymal	-0.19		0.0	1.1	7.7	1.1	125.3
cell_16101	35.7	422.0	-760.0	2.467	8.993	Ependymal	-0.19		0.0	0.0	1.9	0.0	186.8
cell_16102	37.5	343.4	-760.0	2.388	8.126	Ependymal	-0.19		0.0	0.0	2.8	0.0	118.1
cell_16103	38.4	430.7	-760.0	2.517	8.924	Ependymal	-0.19		0.0	3.4	12.5	0.0	180.4
cell_16104	43.1	453.5	-760.0	2.948	8.977	Ependymal	-0.19		0.0	0.0	14.6	0.0	117.7
cell_16105	45.1	422.6	-760.0	2.836	9.02	Ependymal	-0.19		1.3	0.0	3.9	0.0	163.0
cell_16106	44.2	439.5	-760.0	2.686	9.194	Ependymal	-0.19		0.0	0.0	7.7	0.0	130.7
cell_16107	47.5	413.7	-760.0	2.76	8.498	Ependymal	-0.19		0.0	1.9	24.5	0.0	152.7
cell_16108	54.7	379.8	-760.0	4.814	5.416	Astrocyte	-0.19		0.0	0.0	25.0	0.0	174.6
cell_16109	55.2	477.9	-760.0	2.688	8.041	Ependymal	-0.19		0.0	0.0	5.5	0.0	87.8
cell_16110	53.8	460.5	-760.0	2.698	8.364	Ependymal	-0.19		0.0	0.0	12.7	0.0	94.9
cell_16111	62.1	489.6	-760.0	2.527	7.657	Ambiguous	-0.19		0.0	2.3	23.3	0.0	123.7
cell_16112	69.7	441.8	-760.0	10.261	7.126	Excitatory	-0.19	E-23	0.0	5.9	0.0	0.0	116.8
cell_16113	69.2	380.9	-760.0	5.265	7.117	Astrocyte	-0.19		0.0	0.0	12.0	0.0	157.9
cell_16114	83.7	406.8	-760.0	-0.336	4.155	Endothelial 1	-0.19		0.0	1.7	1.7	0.0	106.1
cell_16115	85.1	317.7	-760.0	4.889	6.097	Astrocyte	-0.19		0.0	0.0	28.5	0.0	183.1
cell_16116	24.5	363.9	-760.0	2.738	9.655	Ependymal	-0.19		0.0	3.3	20.0	0.0	226.3
cell_16117	28.3	310.1	-760.0	2.309	8.682	Ependymal	-0.19		0.0	3.0	5.9	0.0	193.1
cell_16118	31.0	318.9	-760.0	3.065	9.715	Ependymal	-0.19		0.0	0.0	21.1	0.0	216.6
cell_16119	37.9	415.1	-760.0	3.024	9.435	Ependymal	-0.19		0.0	0.9	21.8	0.0	217.7
cell_16120	38.1	407.3	-760.0	2.903	9.406	Ependymal	-0.19		1.3	0.0	15.2	0.0	211.8
cell_16121	-23.3	414.5	-760.0	10.088	1.737	Excitatory	-0.19	E-23	0.6	13.8	0.0	0.0	218.3
cell_16122	11.9	435.8	-760.0	3.227	8.788	Ependymal	-0.19		0.0	0.0	16.3	0.0	179.5
cell_16123	17.9	494.0	-760.0	2.744	8.608	Ependymal	-0.19		0.0	1.8	11.0	0.0	155.8
cell_16124	-91.5	319.6	-760.0	10.115	3.143	Inhibitory	-0.19	I-1	21.3	1.9	0.6	0.0	143.9
cell_16125	-88.4	404.6	-760.0	13.254	5.792	Inhibitory	-0.19	I-14	10.5	0.0	0.8	8.9	178.3
cell_16126	-27.4	326.8	-760.0	3.04	5.246	Astrocyte	-0.19		0.0	0.0	5.4	5.4	109.6
cell_16127	-95.8	663.8	-760.0	-1.617	3.138	Endothelial 1	-0.19		0.0	2.8	8.4	0.0	245.9
cell_16128	-91.4	614.4	-760.0	0.484	3.887	Microglia	-0.19		0.0	2.5	0.6	0.0	214.0
cell_16129	-83.1	638.5	-760.0	8.412	-1.081	Excitatory	-0.19	E-14	0.0	13.8	0.0	0.0	228.8
cell_16130	-78.2	664.8	-760.0	8.572	-1.989	Excitatory	-0.19	E-9	0.0	27.0	3.6	0.0	297.9
cell_16131	-74.3	677.7	-760.0	8.277	-0.735	Excitatory	-0.19	E-14	0.0	29.1	0.0	0.0	274.0
cell_16132	-70.4	520.1	-760.0	12.908	7.081	Inhibitory	-0.19	I-16	45.1	1.6	0.0	0.0	242.1
cell_16133	-62.0	523.9	-760.0	11.057	3.18	Inhibitory	-0.19	I-13	22.2	2.4	0.8	0.0	262.3
cell_16134	-57.1	662.8	-760.0	-0.914	3.058	Endothelial 1	-0.19		0.0	3.8	0.0	0.0	186.1
cell_16135	-51.8	574.2	-760.0	5.364	5.614	Astrocyte	-0.19		0.0	1.3	28.5	0.0	162.8
cell_16136	-52.2	617.5	-760.0	9.261	-1.183	Excitatory	-0.19	E-14	0.9	14.9	0.0	0.0	268.5
cell_16137	-50.8	607.1	-760.0	8.776	-1.212	Excitatory	-0.19	E-14	0.0	26.0	0.0	0.0	272.8
cell_16138	-46.6	548.1	-760.0	4.933	2.944	OD Immature 2	-0.19		2.1	4.1	3.1	0.0	224.0
cell_16139	-44.0	631.3	-760.0	8.472	-0.806	Excitatory	-0.19	E-14	0.0	21.7	0.0	1.8	224.1
cell_16140	-37.7	682.6	-760.0	8.426	-0.952	Excitatory	-0.19	E-14	0.0	18.6	0.0	0.0	199.3
cell_16141	-31.5	517.0	-760.0	4.548	6.053	Astrocyte	-0.19		0.0	0.9	39.2	0.0	184.1
cell_16142	-28.6	572.2	-760.0	8.19	-0.218	Excitatory	-0.19	E-14	0.0	7.6	1.5	3.0	165.2
cell_16143	-22.0	648.8	-760.0	-0.425	2.807	Endothelial 1	-0.19		0.0	0.0	0.0	0.0	254.3
cell_16144	-21.1	598.8	-760.0	6.217	6.668	Astrocyte	-0.19		0.0	2.6	18.1	0.0	215.5
cell_16145	-21.8	624.1	-760.0	8.765	-1.256	Excitatory	-0.19	E-14	0.0	26.7	0.6	0.0	227.5
cell_16146	-17.7	684.9	-760.0	4.093	5.593	Astrocyte	-0.19		0.0	0.0	25.2	0.0	189.5
cell_16147	-10.9	514.9	-760.0	2.646	9.77	Ependymal	-0.19		0.0	0.0	12.0	0.0	199.9
cell_16148	-7.3	522.4	-760.0	3.35	9.302	Ependymal	-0.19		0.0	0.9	32.3	0.0	179.6
cell_16149	-8.6	541.9	-760.0	2.527	9.842	Ependymal	-0.19		0.0	0.8	19.0	0.0	189.3
cell_16150	-5.5	583.2	-760.0	2.329	9.202	Ependymal	-0.19		0.0	2.4	17.0	0.0	207.3
cell_16151	-2.3	515.6	-760.0	2.613	8.276	Ependymal	-0.19		0.0	2.6	10.4	0.0	184.1
cell_16152	-3.3	535.2	-760.0	2.221	9.632	Ependymal	-0.19		0.0	1.2	12.0	0.0	192.7
cell_16153	-2.0	625.0	-760.0	2.441	9.69	Ependymal	-0.19		0.0	0.0	14.1	0.0	211.2
cell_16154	0.2	521.5	-760.0	2.496	7.738	Ependymal	-0.19		0.0	0.0	0.0	0.0	151.5
cell_16155	3.2	587.4	-760.0	2.526	9.741	Ependymal	-0.19		0.0	1.0	29.7	0.0	263.0
cell_16156	4.1	637.6	-760.0	2.542	9.0	Ependymal	-0.19		0.0	0.0	36.2	0.0	232.0
cell_16157	6.7	614.9	-760.0	3.047	10.453	Ependymal	-0.19		0.5	0.5	22.9	0.5	298.2
cell_16158	3.5	544.8	-760.0	3.035	9.864	Ependymal	-0.19		0.0	0.0	21.2	0.0	225.8
cell_16159	7.8	563.7	-760.0	2.894	9.796	Ependymal	-0.19		0.0	0.0	25.1	1.3	252.2
cell_16160	7.4	552.9	-760.0	2.651	9.761	Ependymal	-0.19		0.0	0.8	32.8	0.0	270.9
cell_16161	8.9	688.5	-760.0	-1.506	3.083	Endothelial 1	-0.19		0.0	0.0	16.1	0.0	183.4
cell_16162	12.2	592.0	-760.0	2.912	9.761	Ependymal	-0.19		0.0	5.7	32.3	0.0	333.6
cell_16163	13.3	542.5	-760.0	4.401	2.485	Ambiguous	-0.19		1.7	1.7	10.0	0.0	158.6
cell_16164	13.1	655.9	-760.0	5.461	6.901	Microglia	-0.19		0.0	0.0	11.5	0.0	214.3
cell_16165	16.6	587.3	-760.0	2.798	9.728	Ependymal	-0.19		0.0	2.2	4.4	0.0	252.6
cell_16166	20.1	555.9	-760.0	4.677	2.81	OD Immature 1	-0.19		0.0	2.4	3.5	1.2	225.1
cell_16167	20.9	563.1	-760.0	3.036	4.782	OD Immature 1	-0.19		4.8	4.8	4.8	0.0	196.1
cell_16168	25.9	571.0	-760.0	2.602	9.504	Ependymal	-0.19		0.0	1.5	75.7	4.5	300.7
cell_16169	34.4	598.8	-760.0	3.285	10.201	Ependymal	-0.19		0.0	1.6	23.0	0.0	268.7
cell_16170	31.4	624.9	-760.0	2.72	10.121	Ependymal	-0.19		0.0	1.1	33.9	0.0	220.6
cell_16171	37.1	586.6	-760.0	2.363	9.864	Ependymal	-0.19		0.0	0.0	22.6	0.9	198.8
cell_16172	39.8	568.6	-760.0	3.102	9.629	Ependymal	-0.19		0.7	0.0	61.3	0.0	307.6
cell_16173	46.4	680.4	-760.0	2.741	6.309	Astrocyte	-0.19		0.0	0.0	20.4	0.0	163.6
cell_16174	49.9	560.6	-760.0	2.498	9.363	Ependymal	-0.19		0.0	0.0	21.4	0.0	223.4
cell_16175	48.8	546.1	-760.0	2.739	9.022	Ependymal	-0.19		0.0	5.0	11.7	0.0	142.1
cell_16176	53.9	660.7	-760.0	8.033	6.169	Astrocyte	-0.19		0.0	0.0	0.0	0.0	51.6
cell_16177	52.8	537.4	-760.0	2.784	9.222	Ependymal	-0.19		0.0	1.2	11.2	0.0	163.3
cell_16178	59.7	557.5	-760.0	2.605	9.095	Ependymal	-0.19		0.0	0.9	20.1	0.0	137.7
cell_16179	67.3	630.1	-760.0	5.609	6.705	Astrocyte	-0.19		0.0	1.7	12.1	0.0	150.8
cell_16180	82.6	548.7	-760.0	2.652	3.214	Microglia	-0.19		0.0	0.0	0.0	0.0	69.7
cell_16181	80.5	664.7	-760.0	5.923	7.178	Ambiguous	-0.19		0.0	3.1	9.3	0.0	106.7
cell_16182	-85.6	562.7	-760.0	5.195	5.228	Astrocyte	-0.19		0.7	7.4	16.2	0.0	133.7
cell_16183	-86.5	541.1	-760.0	4.453	5.114	Astrocyte	-0.19		0.0	0.9	8.2	0.0	131.4
cell_16184	-67.4	638.0	-760.0	9.099	-1.68	Excitatory	-0.19	E-14	0.0	15.9	1.4	0.0	214.1
cell_16185	-15.7	604.1	-760.0	8.256	5.311	Ambiguous	-0.19		0.0	15.0	0.0	0.0	180.2
cell_16186	-4.2	575.3	-760.0	2.698	10.041	Ependymal	-0.19		0.0	2.5	15.8	0.0	268.9
cell_16187	-6.4	569.1	-760.0	2.07	9.333	Ependymal	-0.19		0.0	1.9	18.5	0.0	216.6
cell_16188	-5.2	554.9	-760.0	2.099	8.889	Ependymal	-0.19		0.0	2.5	20.1	0.0	152.2
cell_16189	62.3	530.1	-760.0	3.087	9.545	Ependymal	-0.19		0.0	0.8	13.1	0.0	223.6
cell_16190	64.2	522.6	-760.0	2.398	9.025	Ependymal	-0.19		0.0	0.0	26.6	0.0	182.6
cell_16191	-61.9	656.8	-760.0	8.326	-0.613	Ambiguous	-0.19		0.0	17.4	8.7	1.4	257.8
cell_16192	-41.8	652.9	-760.0	9.05	-1.395	Excitatory	-0.19	E-14	0.4	19.4	0.8	0.4	227.3
cell_16193	-34.8	541.4	-760.0	8.961	-0.787	Excitatory	-0.19	E-14	1.0	26.4	0.5	0.0	163.2
cell_16194	11.0	643.0	-760.0	2.891	9.56	Ependymal	-0.19		1.2	3.7	11.1	0.0	286.5
cell_16195	16.1	637.7	-760.0	2.446	8.367	Ependymal	-0.19		0.0	0.0	32.1	0.0	202.1
cell_16196	35.0	681.1	-760.0	5.555	6.891	Astrocyte	-0.19		0.0	0.5	14.6	0.0	117.6
cell_16197	54.9	523.1	-760.0	2.913	9.173	Ependymal	-0.19		0.0	0.0	41.0	0.0	229.6
cell_16198	52.4	530.4	-760.0	3.456	8.857	Ependymal	-0.19		0.0	0.0	31.3	0.0	171.2
cell_16199	66.8	596.5	-760.0	8.656	-0.299	Inhibitory	-0.19	I-1	0.6	9.6	0.6	0.0	117.6
cell_16200	75.1	658.6	-760.0	8.159	5.9	Inhibitory	-0.19	I-1	0.0	3.1	0.0	0.0	48.5
cell_16201	-15.8	610.4	-760.0	3.903	5.613	Astrocyte	-0.19		0.0	0.0	26.0	0.0	196.3
cell_16202	-72.9	612.4	-760.0	8.254	-1.263	Excitatory	-0.19	E-14	0.0	8.5	1.5	0.0	173.0
cell_16203	-60.9	617.5	-760.0	7.748	0.086	Excitatory	-0.19	E-14	0.0	19.5	0.0	0.0	230.7
cell_16204	-58.1	548.4	-760.0	5.65	6.607	Astrocyte	-0.19		0.0	0.7	14.6	0.0	165.6
cell_16205	-3.6	674.2	-760.0	2.723	1.074	Ambiguous	-0.19		0.0	0.0	0.0	0.0	80.2
cell_16206	-4.2	632.0	-760.0	4.12	6.054	Astrocyte	-0.19		0.0	2.2	4.5	0.0	206.2
cell_16207	10.8	584.6	-760.0	2.105	9.098	Ependymal	-0.19		0.0	0.0	19.6	0.0	210.5
cell_16208	31.7	572.5	-760.0	2.713	7.799	Astrocyte	-0.19		0.0	0.0	183.1	0.0	400.5
cell_16209	-93.8	875.7	-760.0	-1.283	2.463	Endothelial 1	-0.19		0.0	0.0	0.0	0.0	289.3
cell_16210	-87.9	881.0	-760.0	2.19	3.201	Microglia	-0.19		1.7	0.0	1.7	1.7	151.2
cell_16211	-80.9	891.0	-760.0	5.78	7.178	Astrocyte	-0.19		0.0	2.5	27.1	0.0	242.4
