id	Centroid_X	Centroid_Y	Centroid_Z	UMAP_1	UMAP_2	Cell_class	Bregma	Neuron_cluster_ID	Gad1	Slc17a6	Aqp4	Esr1	total_counts
cell_00000	-882.5	-777.4	-1160.0	0.185	0.64	OD Mature 2	-0.29		0.0	0.0	0.0	0.0	228.3
cell_00001	-840.0	-744.4	-1160.0	4.0	2.619	OD Immature 1	-0.29		2.9	5.7	0.0	0.0	280.1
cell_00002	-826.8	-787.0	-1160.0	12.535	4.859	Inhibitory	-0.29	I-7	30.8	0.6	1.9	0.0	272.2
cell_00003	-830.1	-737.4	-1160.0	9.66	3.275	Excitatory	-0.29	E-13	1.3	14.7	0.0	2.7	222.7
cell_00004	-813.2	-743.1	-1160.0	1.592	0.006	OD Mature 2	-0.29		0.0	0.0	0.0	0.0	296.9
cell_00005	-808.9	-761.5	-1160.0	13.869	5.878	Inhibitory	-0.29	I-7	23.4	2.9	0.0	0.0	175.0
cell_00006	-792.6	-757.5	-1160.0	3.993	5.461	Microglia	-0.29		0.0	1.7	10.4	0.0	166.8
cell_00007	-772.8	-747.8	-1160.0	8.082	1.824	Ambiguous	-0.29		40.2	0.7	0.7	0.7	250.9
cell_00008	-769.1	-790.8	-1160.0	10.887	-1.69	Excitatory	-0.29	E-18	0.0	3.2	0.0	3.2	216.5
cell_00009	-769.4	-757.6	-1160.0	2.577	0.228	OD Mature 2	-0.29		4.1	1.4	0.0	0.0	331.2
cell_00010	-751.4	-765.8	-1160.0	6.207	6.633	Astrocyte	-0.29		6.8	0.0	21.0	0.0	206.7
cell_00011	-743.0	-841.6	-1160.0	1.921	4.598	Endothelial 2	-0.29		0.0	0.0	0.0	0.0	54.4
cell_00012	-729.7	-736.2	-1160.0	12.071	3.052	Inhibitory	-0.29	I-7	6.9	2.6	0.0	0.0	286.0
cell_00013	-727.3	-761.7	-1160.0	10.984	4.074	Ambiguous	-0.29		13.8	1.4	0.7	0.0	176.3
cell_00014	-727.4	-803.7	-1160.0	10.637	3.801	Inhibitory	-0.29	I-7	34.4	0.0	0.9	0.0	220.5
cell_00015	-716.2	-763.3	-1160.0	12.191	3.545	Inhibitory	-0.29	I-7	28.1	6.5	0.0	0.0	261.5
cell_00016	-871.8	-768.0	-1160.0	5.461	6.453	Astrocyte	-0.29		0.0	0.0	20.1	0.0	177.8
cell_00017	-836.7	-775.4	-1160.0	9.064	5.652	Inhibitory	-0.29	I-1	4.0	0.0	0.0	0.0	79.9
cell_00018	-757.5	-782.6	-1160.0	14.737	5.593	Inhibitory	-0.29	I-31	19.8	0.0	0.0	0.0	220.0
cell_00019	-742.8	-731.7	-1160.0	8.974	6.211	Endothelial 3	-0.29		26.0	0.0	0.0	0.0	191.9
cell_00020	-737.1	-798.3	-1160.0	5.541	7.379	Astrocyte	-0.29		1.2	0.0	20.4	0.0	185.7
cell_00021	-838.2	-803.7	-1160.0	11.255	4.461	Inhibitory	-0.29	I-1	3.5	0.0	0.7	0.0	114.6
cell_00022	-887.1	-805.7	-1160.0	4.493	7.383	Astrocyte	-0.29		1.7	0.0	29.7	0.0	157.4
cell_00023	-853.8	-732.3	-1160.0	5.624	7.738	Astrocyte	-0.29		4.9	0.0	13.0	0.0	113.7
cell_00024	-854.6	-789.9	-1160.0	4.515	5.32	Astrocyte	-0.29		0.6	0.0	15.9	0.0	121.0
cell_00025	-819.3	-760.4	-1160.0	14.652	5.592	Inhibitory	-0.29	I-31	23.3	0.5	11.4	0.0	213.7
cell_00026	-712.8	-738.1	-1160.0	4.895	6.725	Astrocyte	-0.29		0.0	1.6	4.8	1.6	150.7
cell_00027	-876.5	-758.7	-1160.0	13.3	5.816	Inhibitory	-0.29	I-7	14.2	0.0	2.8	0.0	125.1
cell_00028	-779.8	-799.7	-1160.0	4.223	5.558	Astrocyte	-0.29		0.0	0.0	28.0	0.0	223.4
cell_00029	-709.2	-771.2	-1160.0	2.758	4.686	Inhibitory	-0.29	I-1	8.1	0.0	0.0	0.0	122.3
cell_00030	-894.9	-616.8	-1160.0	4.756	5.483	Astrocyte	-0.29		0.7	1.3	11.2	0.0	204.1
cell_00031	-882.2	-597.3	-1160.0	-0.933	4.137	Endothelial 1	-0.29		5.0	0.0	0.0	0.0	297.8
cell_00032	-881.1	-608.3	-1160.0	5.106	5.604	Astrocyte	-0.29		2.9	1.5	5.9	0.0	157.7
cell_00033	-874.5	-601.4	-1160.0	12.059	5.499	Inhibitory	-0.29	I-7	28.3	1.8	0.0	0.0	235.2
cell_00034	-864.6	-663.2	-1160.0	5.624	4.924	Astrocyte	-0.29		1.5	2.3	19.6	0.8	204.0
cell_00035	-857.3	-640.7	-1160.0	10.436	0.574	Excitatory	-0.29	E-24	0.0	12.3	0.0	0.0	179.4
cell_00036	-851.1	-679.0	-1160.0	10.762	0.857	Excitatory	-0.29	E-3	0.0	12.3	0.7	0.7	234.9
cell_00037	-849.4	-666.0	-1160.0	9.391	2.818	Excitatory	-0.29	E-24	2.3	15.9	6.8	0.0	311.5
cell_00038	-846.0	-562.5	-1160.0	10.164	0.49	Inhibitory	-0.29	I-7	9.1	12.7	0.6	0.0	283.1
cell_00039	-844.8	-613.4	-1160.0	5.961	2.728	OD Immature 1	-0.29		2.6	2.6	0.0	0.0	302.7
cell_00040	-834.5	-635.2	-1160.0	6.297	5.506	Astrocyte	-0.29		1.7	6.1	20.1	0.0	249.2
cell_00041	-835.5	-546.0	-1160.0	5.924	0.686	Endothelial 1	-0.29		2.3	2.3	1.1	0.0	283.7
cell_00042	-827.9	-564.0	-1160.0	10.742	-1.536	Ambiguous	-0.29		2.7	9.0	1.8	0.0	260.2
cell_00043	-826.9	-543.9	-1160.0	-1.594	4.066	Endothelial 1	-0.29		0.0	2.1	0.0	0.0	284.5
cell_00044	-822.9	-601.3	-1160.0	11.584	3.572	Inhibitory	-0.29	I-7	28.8	4.0	1.3	0.0	317.2
cell_00045	-820.0	-672.5	-1160.0	10.476	-0.069	Excitatory	-0.29	E-15	0.0	17.5	1.4	1.4	298.2
cell_00046	-813.5	-627.5	-1160.0	10.402	5.568	Excitatory	-0.29	E-15	25.5	0.0	0.0	6.4	313.1
cell_00047	-812.3	-681.2	-1160.0	9.773	-0.155	Excitatory	-0.29	E-3	0.0	15.0	0.0	0.0	224.7
cell_00048	-808.6	-600.3	-1160.0	12.394	2.936	Ambiguous	-0.29		66.6	1.0	0.0	0.5	313.3
cell_00049	-798.9	-580.8	-1160.0	1.018	3.972	Endothelial 1	-0.29		4.1	0.6	4.1	0.6	234.3
cell_00050	-781.6	-719.7	-1160.0	10.88	4.242	Ambiguous	-0.29		34.2	0.0	0.0	0.0	194.6
cell_00051	-781.1	-660.8	-1160.0	10.679	3.282	Ambiguous	-0.29		45.5	1.5	0.0	0.0	268.7
cell_00052	-767.7	-688.0	-1160.0	11.193	1.0	Excitatory	-0.29	E-15	4.0	16.5	0.0	0.0	279.6
cell_00053	-765.4	-647.1	-1160.0	11.36	3.512	Inhibitory	-0.29	I-7	21.0	1.8	0.0	0.9	307.0
cell_00054	-759.9	-690.6	-1160.0	9.945	5.141	Inhibitory	-0.29	I-7	30.8	0.0	0.0	0.0	239.0
cell_00055	-760.2	-582.1	-1160.0	11.942	5.009	Inhibitory	-0.29	I-7	50.1	1.2	0.0	1.2	354.8
cell_00056	-755.1	-545.4	-1160.0	9.656	0.695	OD Immature 1	-0.29		3.0	13.2	1.3	1.3	283.7
cell_00057	-755.2	-651.3	-1160.0	8.593	4.865	Ambiguous	-0.29		77.6	0.0	0.0	0.0	302.6
cell_00058	-754.2	-636.6	-1160.0	12.22	1.937	Excitatory	-0.29	E-15	19.4	8.3	0.7	0.0	297.0
cell_00059	-746.5	-620.1	-1160.0	12.842	2.978	Inhibitory	-0.29	I-31	34.4	0.0	0.0	0.0	282.3
cell_00060	-743.0	-548.4	-1160.0	-0.099	3.309	Endothelial 1	-0.29		1.8	5.3	0.0	0.0	297.5
cell_00061	-740.4	-656.5	-1160.0	11.21	3.157	Inhibitory	-0.29	I-7	60.6	0.4	0.0	0.0	333.4
cell_00062	-731.4	-599.5	-1160.0	8.819	5.266	Excitatory	-0.29	E-7	8.0	40.1	0.0	0.0	233.4
cell_00063	-727.7	-560.5	-1160.0	10.946	1.575	Excitatory	-0.29	E-24	1.8	20.7	0.0	8.1	260.4
cell_00064	-727.4	-671.5	-1160.0	9.084	5.606	Inhibitory	-0.29	I-5	86.2	0.0	0.0	6.9	307.7
cell_00065	-717.1	-604.4	-1160.0	9.291	2.809	Ambiguous	-0.29		42.4	1.1	2.1	0.0	240.1
cell_00066	-712.7	-626.9	-1160.0	0.831	3.105	Endothelial 1	-0.29		0.0	6.7	0.0	0.0	348.0
cell_00067	-864.9	-696.3	-1160.0	4.255	5.159	Astrocyte	-0.29		1.0	1.0	2.1	0.0	161.3
cell_00068	-862.8	-707.0	-1160.0	10.44	0.394	Inhibitory	-0.29	I-27	0.0	6.2	2.1	0.5	190.6
cell_00069	-831.7	-696.4	-1160.0	2.503	-0.23	OD Mature 2	-0.29		2.8	0.0	1.9	0.0	291.3
cell_00070	-811.4	-624.0	-1160.0	12.675	3.752	Inhibitory	-0.29	I-24	12.1	6.7	1.8	0.0	276.6
cell_00071	-812.5	-633.9	-1160.0	10.857	-1.578	Excitatory	-0.29	E-18	3.5	12.8	0.0	4.7	307.4
cell_00072	-807.4	-637.8	-1160.0	10.901	-1.766	Excitatory	-0.29	E-16	1.2	12.7	0.0	5.8	295.4
cell_00073	-793.7	-546.1	-1160.0	5.415	5.779	Astrocyte	-0.29		2.1	3.1	20.8	0.0	236.7
cell_00074	-782.0	-640.5	-1160.0	11.387	1.4	Microglia	-0.29		7.1	6.6	1.1	1.1	277.3
cell_00075	-731.4	-580.7	-1160.0	0.11	3.487	Endothelial 1	-0.29		2.6	0.9	0.0	0.0	268.8
cell_00076	-868.1	-595.1	-1160.0	8.459	3.364	Ambiguous	-0.29		53.0	0.0	9.3	0.0	263.9
cell_00077	-864.4	-601.1	-1160.0	9.934	5.095	Inhibitory	-0.29	I-10	36.9	0.0	0.0	0.0	236.5
cell_00078	-846.5	-587.1	-1160.0	9.731	0.708	Excitatory	-0.29	E-24	0.0	12.6	2.5	1.7	218.5
cell_00079	-833.1	-657.4	-1160.0	10.886	-1.47	Excitatory	-0.29	E-19	2.4	4.2	0.6	1.2	231.5
cell_00080	-826.9	-654.3	-1160.0	-0.59	2.716	Endothelial 1	-0.29		0.0	0.0	0.0	0.0	414.3
cell_00081	-717.4	-546.2	-1160.0	-0.427	4.791	Endothelial 3	-0.29		1.9	0.0	1.9	0.0	211.7
cell_00082	-891.4	-685.9	-1160.0	2.946	0.121	Ambiguous	-0.29		5.1	0.0	5.1	0.0	241.6
cell_00083	-823.8	-613.4	-1160.0	4.577	6.671	Astrocyte	-0.29		0.0	0.0	18.5	0.0	181.7
cell_00084	-812.9	-704.8	-1160.0	10.174	2.323	Inhibitory	-0.29	I-1	18.8	1.3	6.7	0.0	158.2
cell_00085	-731.1	-694.8	-1160.0	4.514	-0.512	OD Mature 1	-0.29		1.4	0.7	0.7	0.0	167.8
cell_00086	-893.8	-670.3	-1160.0	9.285	1.315	Inhibitory	-0.29	I-8	30.1	4.6	0.0	0.0	231.0
cell_00087	-867.2	-550.8	-1160.0	9.436	1.061	Ambiguous	-0.29		4.0	17.2	2.0	0.0	395.2
cell_00088	-856.4	-614.8	-1160.0	9.57	4.582	Excitatory	-0.29	E-15	3.7	24.1	0.0	0.0	222.4
cell_00089	-857.4	-718.6	-1160.0	10.308	1.743	Excitatory	-0.29	E-15	0.0	6.5	1.1	0.0	182.8
cell_00090	-828.2	-589.0	-1160.0	10.62	-1.304	Excitatory	-0.29	E-19	2.8	13.2	0.0	1.9	245.2
cell_00091	-820.0	-594.3	-1160.0	10.236	6.261	Inhibitory	-0.29	I-7	29.1	0.0	0.0	0.0	219.3
cell_00092	-794.9	-671.1	-1160.0	12.645	2.715	Inhibitory	-0.29	I-3	38.8	3.1	1.3	0.6	280.2
cell_00093	-784.7	-688.5	-1160.0	11.722	5.408	Inhibitory	-0.29	I-7	21.1	4.6	0.0	0.9	254.6
cell_00094	-785.8	-679.4	-1160.0	11.084	4.002	Excitatory	-0.29	E-15	0.0	24.7	1.8	0.0	277.8
cell_00095	-774.9	-553.8	-1160.0	2.954	-0.064	OD Mature 1	-0.29		6.2	3.1	3.1	0.0	261.6
cell_00096	-774.1	-712.9	-1160.0	6.003	5.137	Astrocyte	-0.29		11.4	1.0	7.3	0.0	169.3
cell_00097	-775.2	-578.0	-1160.0	2.6	3.242	Microglia	-0.29		2.2	0.0	0.0	4.3	161.2
cell_00098	-772.2	-570.2	-1160.0	10.812	-1.466	Excitatory	-0.29	E-18	6.0	6.0	0.0	5.4	252.9
cell_00099	-763.7	-601.4	-1160.0	8.67	0.883	Inhibitory	-0.29	I-7	41.8	0.7	0.0	0.0	295.9
cell_00100	-764.3	-625.2	-1160.0	8.698	0.591	Excitatory	-0.29	E-13	12.2	19.9	1.5	0.0	312.9
cell_00101	-735.6	-597.4	-1160.0	10.751	0.509	Excitatory	-0.29	E-7	0.0	6.8	0.0	0.0	201.4
cell_00102	-729.1	-628.6	-1160.0	11.212	1.285	Excitatory	-0.29	E-24	28.2	12.0	1.2	0.0	253.9
cell_00103	-721.9	-537.6	-1160.0	10.008	2.18	Inhibitory	-0.29	I-1	43.3	2.0	0.0	0.0	201.3
cell_00104	-719.1	-541.3	-1160.0	1.059	5.867	Endothelial 3	-0.29		8.5	0.0	8.5	0.0	292.1
cell_00105	-888.1	-396.4	-1160.0	5.295	5.122	Astrocyte	-0.29		9.3	1.3	18.5	1.3	168.4
cell_00106	-879.9	-379.2	-1160.0	10.698	0.94	Excitatory	-0.29	E-24	0.7	19.3	0.0	0.0	235.3
cell_00107	-879.9	-506.0	-1160.0	10.497	0.93	Excitatory	-0.29	E-18	0.6	25.2	0.0	0.0	280.6
cell_00108	-879.2	-465.6	-1160.0	10.478	6.196	Inhibitory	-0.29	I-7	3.9	0.0	3.9	0.0	137.5
cell_00109	-877.8	-420.5	-1160.0	13.272	3.493	Inhibitory	-0.29	I-12	26.4	2.3	1.1	9.2	309.0
cell_00110	-872.2	-461.9	-1160.0	9.958	1.306	Excitatory	-0.29	E-7	2.7	14.6	1.8	0.0	201.9
cell_00111	-873.8	-479.3	-1160.0	10.526	5.573	Inhibitory	-0.29	I-7	9.6	0.0	3.2	0.0	194.1
cell_00112	-869.0	-363.6	-1160.0	7.657	0.136	Ambiguous	-0.29		1.0	7.5	0.0	0.0	240.8
cell_00113	-864.5	-435.3	-1160.0	-0.754	2.614	Endothelial 1	-0.29		0.0	0.0	0.0	0.0	286.2
cell_00114	-851.4	-401.0	-1160.0	2.384	5.137	Excitatory	-0.29	E-14	0.0	0.0	7.3	0.0	211.3
cell_00115	-835.6	-463.7	-1160.0	9.85	2.474	Inhibitory	-0.29	I-11	26.9	0.7	0.7	1.5	292.2
cell_00116	-836.1	-333.1	-1160.0	1.933	0.871	Ambiguous	-0.29		0.0	0.0	1.1	1.1	262.6
cell_00117	-834.0	-358.4	-1160.0	11.004	0.006	Excitatory	-0.29	E-7	1.3	21.4	1.3	0.4	254.6
cell_00118	-831.9	-509.7	-1160.0	10.177	-0.172	Excitatory	-0.29	E-2	6.9	13.8	1.7	0.0	221.5
cell_00119	-827.3	-406.8	-1160.0	4.964	5.893	Astrocyte	-0.29		2.3	1.1	14.7	0.0	211.8
cell_00120	-823.1	-381.6	-1160.0	5.986	6.533	Astrocyte	-0.29		2.5	0.8	5.8	0.8	180.6
cell_00121	-821.8	-442.0	-1160.0	10.659	4.185	Ambiguous	-0.29		33.4	0.0	1.4	0.0	265.8
cell_00122	-817.7	-337.0	-1160.0	13.276	4.461	Inhibitory	-0.29	I-14	28.9	0.8	1.6	14.5	286.1
cell_00123	-813.4	-463.9	-1160.0	9.659	-0.026	Ambiguous	-0.29		15.3	16.3	1.4	0.0	302.5
cell_00124	-808.2	-503.6	-1160.0	11.447	0.343	Excitatory	-0.29	E-7	1.0	12.0	0.0	0.0	260.3
cell_00125	-808.0	-335.3	-1160.0	10.778	-0.235	Excitatory	-0.29	E-17	3.8	7.6	1.3	3.8	242.4
cell_00126	-800.6	-479.7	-1160.0	10.732	3.988	Ambiguous	-0.29		68.0	0.0	0.0	0.0	309.5
cell_00127	-799.8	-419.8	-1160.0	0.758	3.449	Endothelial 1	-0.29		11.9	0.9	2.7	0.0	261.8
cell_00128	-799.5	-383.8	-1160.0	10.674	-0.454	Excitatory	-0.29	E-18	0.0	3.4	0.6	0.0	267.4
cell_00129	-792.6	-508.1	-1160.0	11.335	0.575	Excitatory	-0.29	E-7	0.6	20.8	0.0	0.0	304.8
cell_00130	-789.4	-351.6	-1160.0	10.761	0.974	Endothelial 1	-0.29		17.3	3.9	0.5	0.3	241.9
cell_00131	-772.2	-449.0	-1160.0	10.933	2.708	Inhibitory	-0.29	I-13	34.8	2.0	1.0	1.0	210.4
cell_00132	-768.5	-441.5	-1160.0	12.128	2.236	Inhibitory	-0.29	I-13	18.2	2.9	0.0	1.0	228.9
cell_00133	-762.1	-366.7	-1160.0	6.062	5.343	Astrocyte	-0.29		2.3	2.3	8.5	0.0	207.9
cell_00134	-761.4	-421.6	-1160.0	10.446	4.047	Ambiguous	-0.29		37.1	2.7	0.0	2.7	277.8
cell_00135	-762.1	-409.9	-1160.0	8.826	0.074	Ambiguous	-0.29		13.0	7.1	0.0	0.0	276.4
cell_00136	-748.4	-439.6	-1160.0	12.75	3.666	Ambiguous	-0.29		15.2	1.0	0.5	1.0	322.0
cell_00137	-751.6	-461.4	-1160.0	12.305	2.861	Inhibitory	-0.29	I-11	25.9	1.7	1.7	6.9	281.3
cell_00138	-744.5	-498.3	-1160.0	11.193	0.143	Excitatory	-0.29	E-7	0.6	14.2	0.6	0.0	268.4
cell_00139	-740.4	-386.9	-1160.0	5.818	2.711	OD Immature 1	-0.29		3.9	0.8	0.0	0.0	300.0
cell_00140	-731.6	-471.6	-1160.0	8.072	0.18	Ambiguous	-0.29		9.4	4.3	1.6	4.7	283.3
cell_00141	-719.2	-398.9	-1160.0	12.852	4.282	Inhibitory	-0.29	I-12	30.5	2.0	0.0	2.0	259.3
cell_00142	-719.5	-425.9	-1160.0	8.973	2.335	Inhibitory	-0.29	I-8	41.0	1.6	0.0	3.2	269.4
cell_00143	-717.7	-496.9	-1160.0	10.221	0.391	Ambiguous	-0.29		9.2	7.6	0.4	0.0	263.6
cell_00144	-866.9	-497.4	-1160.0	9.576	0.697	Ambiguous	-0.29		1.0	15.8	6.6	0.0	259.7
cell_00145	-859.3	-465.8	-1160.0	10.882	1.81	Ambiguous	-0.29		54.1	0.5	0.5	0.0	257.0
cell_00146	-845.1	-420.3	-1160.0	6.56	3.471	Astrocyte	-0.29		7.4	0.0	12.3	0.0	263.5
cell_00147	-782.8	-484.0	-1160.0	10.274	-0.952	OD Immature 1	-0.29		1.3	3.3	0.0	2.0	294.7
cell_00148	-780.3	-433.5	-1160.0	11.074	2.067	Ambiguous	-0.29		13.3	0.0	0.0	0.0	230.3
cell_00149	-715.3	-355.9	-1160.0	13.591	3.543	Inhibitory	-0.29	I-12	32.1	0.0	0.0	17.6	269.2
cell_00150	-881.3	-445.4	-1160.0	6.122	0.241	Ambiguous	-0.29		3.8	2.9	1.0	0.0	241.7
cell_00151	-872.0	-339.5	-1160.0	5.31	5.604	Astrocyte	-0.29		2.3	1.7	18.2	0.0	203.3
cell_00152	-769.6	-335.5	-1160.0	6.629	5.019	Astrocyte	-0.29		1.8	3.7	11.9	0.0	173.4
cell_00153	-731.8	-418.6	-1160.0	12.298	3.733	Inhibitory	-0.29	I-7	24.5	1.4	1.4	1.4	233.5
cell_00154	-718.0	-514.6	-1160.0	10.922	0.22	Excitatory	-0.29	E-7	0.6	15.5	0.6	0.0	216.0
cell_00155	-858.5	-413.5	-1160.0	6.415	6.603	Astrocyte	-0.29		0.0	0.0	11.0	0.0	193.7
cell_00156	-836.3	-445.5	-1160.0	10.894	1.886	OD Immature 1	-0.29		3.5	12.0	0.0	0.7	301.1
cell_00157	-792.1	-461.1	-1160.0	4.749	4.913	Astrocyte	-0.29		5.5	1.1	15.4	0.0	136.9
cell_00158	-786.2	-487.6	-1160.0	9.854	-1.233	Ambiguous	-0.29		0.0	40.6	0.0	5.8	297.8
cell_00159	-773.5	-497.1	-1160.0	10.078	5.436	OD Immature 1	-0.29		0.0	0.0	0.0	7.6	304.1
cell_00160	-763.7	-498.7	-1160.0	12.906	2.13	Inhibitory	-0.29	I-12	17.4	2.4	0.4	2.4	268.6
cell_00161	-757.8	-374.9	-1160.0	6.411	4.954	Astrocyte	-0.29		4.5	1.5	3.0	0.0	228.6
cell_00162	-857.1	-476.5	-1160.0	7.792	4.974	Ambiguous	-0.29		2.8	2.8	8.4	0.0	173.8
cell_00163	-854.5	-427.8	-1160.0	11.138	-0.937	Excitatory	-0.29	E-18	0.4	11.0	0.8	0.8	246.0
cell_00164	-851.5	-375.5	-1160.0	11.044	-0.193	Excitatory	-0.29	E-7	23.4	13.7	1.2	0.0	287.7
cell_00165	-816.0	-408.8	-1160.0	5.253	0.821	Ambiguous	-0.29		15.3	0.5	1.0	0.0	233.1
cell_00166	-789.4	-447.4	-1160.0	8.84	4.048	Excitatory	-0.29	E-24	0.0	27.7	0.0	0.0	204.6
cell_00167	-782.4	-389.1	-1160.0	5.298	5.381	Astrocyte	-0.29		0.6	1.2	13.6	0.0	153.4
cell_00168	-783.4	-508.1	-1160.0	8.97	4.431	Inhibitory	-0.29	I-1	54.5	2.3	0.0	0.0	252.6
cell_00169	-739.4	-450.9	-1160.0	5.157	5.915	Astrocyte	-0.29		6.8	0.0	30.5	3.4	251.3
cell_00170	-727.1	-354.6	-1160.0	12.833	3.388	Inhibitory	-0.29	I-3	25.8	2.7	0.4	0.4	249.4
cell_00171	-720.7	-375.6	-1160.0	2.584	3.152	Microglia	-0.29		12.4	0.0	2.5	0.0	173.9
cell_00172	-889.4	-137.9	-1160.0	-0.616	3.897	Microglia	-0.29		1.1	1.1	0.0	0.0	172.6
cell_00173	-882.8	-157.6	-1160.0	6.146	2.893	OD Immature 1	-0.29		6.1	1.0	4.0	0.0	227.9
cell_00174	-871.7	-287.2	-1160.0	9.254	0.538	Excitatory	-0.29	E-4	1.5	20.1	0.5	0.0	219.3
cell_00175	-871.2	-185.9	-1160.0	9.807	3.696	Ambiguous	-0.29		55.9	0.8	0.0	0.0	262.1
cell_00176	-860.5	-262.6	-1160.0	7.754	0.458	Ambiguous	-0.29		0.5	14.7	1.0	1.0	233.3
cell_00177	-838.8	-295.8	-1160.0	5.005	2.99	OD Immature 1	-0.29		2.2	3.3	0.0	0.0	281.6
cell_00178	-837.6	-317.3	-1160.0	9.011	4.864	Inhibitory	-0.29	I-9	0.0	20.2	0.0	0.0	267.4
cell_00179	-828.1	-167.0	-1160.0	11.471	1.504	Inhibitory	-0.29	I-3	38.3	3.8	1.0	3.8	292.0
cell_00180	-822.4	-227.6	-1160.0	10.938	-1.578	Excitatory	-0.29	E-16	1.3	11.5	0.0	5.1	256.2
cell_00181	-815.6	-286.6	-1160.0	4.073	5.308	Astrocyte	-0.29		0.0	0.0	18.1	0.0	176.9
cell_00182	-807.5	-262.2	-1160.0	10.052	-1.072	Excitatory	-0.29	E-16	2.3	6.5	0.0	0.0	217.0
cell_00183	-796.9	-210.1	-1160.0	9.608	2.977	Inhibitory	-0.29	I-18	37.2	2.3	1.2	1.2	218.2
cell_00184	-790.4	-301.0	-1160.0	14.545	5.532	Ambiguous	-0.29		22.6	0.4	5.9	0.0	223.4
cell_00185	-780.3	-254.7	-1160.0	10.737	-1.344	Excitatory	-0.29	E-18	0.7	9.5	0.0	1.4	230.0
cell_00186	-771.3	-291.6	-1160.0	-1.288	3.55	Endothelial 1	-0.29		2.2	0.0	0.0	0.0	188.6
cell_00187	-774.3	-233.4	-1160.0	12.201	4.566	Inhibitory	-0.29	I-7	15.3	0.0	3.4	6.8	290.4
cell_00188	-769.4	-313.5	-1160.0	13.269	1.021	Inhibitory	-0.29	I-2	23.2	1.2	0.6	1.8	272.5
cell_00189	-760.4	-274.4	-1160.0	10.783	-1.498	Excitatory	-0.29	E-16	0.0	10.4	0.7	0.7	288.6
cell_00190	-758.4	-255.1	-1160.0	11.49	2.131	Inhibitory	-0.29	I-7	28.9	1.4	0.7	1.4	229.5
cell_00191	-745.8	-294.7	-1160.0	10.312	3.791	Ambiguous	-0.29		41.2	0.9	0.9	0.0	238.6
cell_00192	-736.7	-253.3	-1160.0	8.34	5.426	Excitatory	-0.29	E-18	6.5	6.5	0.0	6.5	285.4
cell_00193	-732.3	-207.6	-1160.0	11.987	1.427	Inhibitory	-0.29	I-18	24.3	1.1	0.6	2.2	208.7
cell_00194	-726.4	-245.8	-1160.0	9.442	-0.964	Ambiguous	-0.29		0.5	3.3	0.5	2.7	279.2
cell_00195	-716.9	-151.7	-1160.0	10.745	0.07	Excitatory	-0.29	E-13	8.0	7.6	1.1	2.5	256.0
cell_00196	-713.0	-233.8	-1160.0	9.835	-0.226	Excitatory	-0.29	E-13	0.0	20.0	0.0	1.4	329.2
cell_00197	-712.2	-152.6	-1160.0	8.841	4.863	Excitatory	-0.29	E-7	0.0	11.9	0.0	0.0	247.0
cell_00198	-713.8	-242.0	-1160.0	10.48	-0.998	Ambiguous	-0.29		1.5	13.4	0.0	1.5	276.0
cell_00199	-893.4	-198.6	-1160.0	2.855	0.096	OD Mature 2	-0.29		0.0	1.9	1.9	0.0	239.1
cell_00200	-878.8	-224.0	-1160.0	5.685	5.206	Excitatory	-0.29	E-10	0.0	4.7	4.7	0.0	239.7
cell_00201	-855.1	-213.4	-1160.0	6.95	0.664	Ambiguous	-0.29		19.3	0.0	1.0	0.0	313.5
cell_00202	-853.0	-160.4	-1160.0	6.405	0.34	Ambiguous	-0.29		20.0	1.5	0.0	2.3	273.3
cell_00203	-837.3	-228.4	-1160.0	2.698	3.388	Microglia	-0.29		2.4	0.0	1.2	0.0	187.0
cell_00204	-805.9	-218.1	-1160.0	4.542	2.353	OD Immature 1	-0.29		4.6	0.0	0.0	0.0	279.5
cell_00205	-801.9	-138.4	-1160.0	12.029	1.185	Inhibitory	-0.29	I-23	22.8	0.0	0.6	2.5	210.4
cell_00206	-769.3	-173.6	-1160.0	3.2	-1.961	OD Mature 2	-0.29		1.9	0.0	1.0	1.0	280.7
cell_00207	-735.3	-225.0	-1160.0	10.453	0.698	Inhibitory	-0.29	I-1	18.8	5.7	6.6	8.7	262.4
cell_00208	-897.3	-305.3	-1160.0	7.511	0.458	Ambiguous	-0.29		16.8	0.0	1.4	11.8	268.3
cell_00209	-889.2	-220.8	-1160.0	12.452	2.278	Inhibitory	-0.29	I-12	36.7	1.7	0.9	3.0	288.0
cell_00210	-869.2	-204.0	-1160.0	14.931	5.82	Inhibitory	-0.29	I-31	24.9	4.9	0.0	0.0	174.9
cell_00211	-856.0	-310.2	-1160.0	10.33	0.904	Ambiguous	-0.29		5.2	5.9	0.7	2.2	204.5
cell_00212	-845.7	-309.8	-1160.0	-1.58	3.527	Endothelial 1	-0.29		0.0	0.0	0.0	0.0	350.8
cell_00213	-833.5	-264.5	-1160.0	12.034	4.941	Inhibitory	-0.29	I-1	47.5	1.0	0.0	0.0	171.7
cell_00214	-803.1	-198.7	-1160.0	11.023	-0.209	Inhibitory	-0.29	I-21	21.6	2.6	0.0	4.7	239.8
cell_00215	-727.9	-313.5	-1160.0	0.808	3.741	Endothelial 1	-0.29		3.7	0.0	3.0	3.0	169.6
cell_00216	-856.0	-233.0	-1160.0	4.921	5.006	Astrocyte	-0.29		3.0	1.5	11.4	0.0	193.5
